launch_id,mission_name,location_id,vehicle_id,launch_date_actual,launch_date_planned,launch_time_utc,payload_mass_kg,payload_type,customer,orbit_type,launch_success,landing_attempted,landing_success,booster_reused,fairings_recovered,mission_duration_days,launch_delay_days,cost_million,crew_count,rapid_reusability_score,improvement_opportunity_flag
395,Starlink Group 6-35,1,5,20231229,20231218,05:01:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,11,67,0,45,0
396,Starlink Group 8-26,1,5,20231231,20231229,13:30:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,2,67,0,50,0
397,Starlink Group 6-36,3,5,20240103,20231228,03:44:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,6,67,0,50,0
398,Starlink Group 11-1,1,5,20240103,20231222,21:33:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,12,67,0,45,0
399,Starlink Group 6-37,2,5,20240108,20231229,02:35:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,10,67,0,45,0
400,Starlink Group 11-2,2,5,20240108,20231221,14:21:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,18,67,0,45,0
401,Starlink Group 6-38,1,5,20240115,20231223,00:59:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,23,67,0,50,0
402,Starlink Group 11-3,1,5,20240115,20231223,16:51:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,23,67,0,45,0
403,Axiom-3,1,5,20240118,20231216,21:49:00,12519,Dragon 2,Axiom,ISS,True,True,True,True,False,21,33,220,4,75,0
404,Starlink Group 6-39,2,5,20240124,20240122,00:43:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,2,67,0,50,0
405,Starlink Group 11-4,3,5,20240124,20240122,22:34:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,2,67,0,50,0
406,PACE,1,5,20240208,20240128,06:33:00,1700,Satellite,NASA,SSO,True,True,True,True,False,0,11,67,0,45,0
407,Starlink Group 11-5,2,5,20240208,20240128,18:46:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,11,67,0,50,0
408,USSF-124,1,5,20240215,20240206,05:30:00,3500,Classified,USSF,GEO,True,True,True,True,True,0,9,67,0,50,0
409,IM-1,2,5,20240215,20240204,06:05:00,1900,Lander,Intuitive Machines,TLI,True,True,True,True,False,0,11,67,0,45,0
410,Starlink Group 11-6,1,5,20240215,20240207,03:01:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,8,67,0,45,0
411,Starlink Group 6-40,3,5,20240221,20240217,03:47:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,4,67,0,50,0
412,Starlink Group 11-7,2,5,20240221,20240218,18:52:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,3,67,0,45,0
413,Starlink Group 6-41,1,5,20240226,20240117,00:06:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,40,67,0,45,0
414,Starlink Group 11-8,2,5,20240226,20240224,11:25:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,2,67,0,45,0
415,Crew-8,2,5,20240304,20240301,03:53:00,12519,Dragon 2,NASA,ISS,True,True,True,True,False,199,3,220,4,75,0
416,Transporter-10,3,5,20240305,20240229,22:05:00,5000,SmallSat,Various,SSO,True,True,True,True,True,0,5,67,0,50,0
417,Starlink Group 11-9,1,5,20240305,20240224,22:03:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,10,67,0,45,0
418,Starlink Group 6-42,1,5,20240311,20240306,23:05:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,5,67,0,50,0
419,Starlink Group 11-10,2,5,20240311,20240306,14:30:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,5,67,0,50,0
420,Starship IFT-3,5,8,20240314,20231204,13:25:00,0,Test,SpaceX,SUB,True,False,False,False,False,0,101,10,0,90,0
421,Starlink Group 6-43,2,5,20240316,20240314,02:21:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,2,67,0,45,0
422,Starlink Group 11-11,2,5,20240316,20240306,11:40:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,10,67,0,45,0
423,Starlink Group 6-44,1,5,20240319,20240310,23:28:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,9,67,0,50,0
424,Starlink Group 11-12,2,5,20240319,20240310,22:52:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,9,67,0,50,0
425,CRS-30,1,5,20240322,20240223,20:55:00,2831,Dragon 2,NASA,ISS,True,True,True,True,False,37,28,67,0,45,0
426,Starlink Group 11-13,2,5,20240322,20240311,13:02:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,11,67,0,45,0
427,Starlink Group 6-45,3,5,20240325,20240224,23:42:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,30,67,0,45,0
428,Starlink Group 11-14,1,5,20240325,20240324,13:42:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,1,67,0,45,0
429,Starlink Group 6-46,2,5,20240331,20240328,02:30:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,3,67,0,50,0
430,Eutelsat 36D,1,5,20240331,20240323,00:52:00,5000,Satellite,Eutelsat,GTO,True,True,True,True,True,0,8,67,0,50,0
431,Starlink Group 11-15,2,5,20240331,20240321,21:32:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,10,67,0,45,0
432,Starlink Group 6-47,1,5,20240402,20240306,23:16:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,27,67,0,45,0
433,Starlink Group 11-16,1,5,20240402,20240320,18:50:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,13,67,0,50,0
434,Starlink Group 6-48,2,5,20240408,20240328,17:16:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,11,67,0,50,0
435,Starlink Group 11-17,3,5,20240408,20240401,09:46:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,7,67,0,45,0
436,Starlink Group 6-49,1,5,20240410,20240403,22:40:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,7,67,0,45,0
437,Starlink Group 11-18,3,5,20240410,20240329,19:41:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,12,67,0,45,0
438,Starlink Group 6-50,1,5,20240413,20240403,01:40:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,10,67,0,45,0
439,Starlink Group 11-19,1,5,20240413,20240410,08:01:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,3,67,0,45,0
440,Starlink Group 6-51,3,5,20240418,20240409,22:20:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,9,67,0,50,0
441,Starlink Group 11-20,2,5,20240418,20240308,00:40:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,41,67,0,50,0
442,Starlink Group 8-1,1,5,20240423,20240414,22:17:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,9,67,0,45,0
443,Starlink Group 11-21,3,5,20240423,20240319,15:02:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,35,67,0,50,0
444,Galileo L12,1,5,20240428,20240416,00:34:00,4700,Satellite,ESA,MEO,True,True,True,True,True,0,12,67,0,50,0
445,Starlink Group 11-22,2,5,20240428,20240415,08:24:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,13,67,0,45,0
446,WorldView Legion 1-2,3,5,20240502,20240428,18:36:00,1500,Satellite,Maxar,SSO,True,True,True,True,False,0,4,67,0,45,0
447,Starlink Group 8-2,2,5,20240502,20240423,13:30:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,9,67,0,50,0
448,Starlink Group 11-23,3,5,20240502,20240428,00:35:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,4,67,0,45,0
449,Starlink Group 8-3,1,5,20240506,20240504,22:14:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,2,67,0,45,0
450,Starlink Group 11-24,2,5,20240506,20240428,13:23:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,8,67,0,50,0
451,Starlink Group 8-4,3,5,20240508,20240505,22:42:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,3,67,0,50,0
452,Starlink Group 11-25,1,5,20240508,20240503,11:25:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,5,67,0,45,0
453,Starlink Group 8-5,1,5,20240510,20240430,01:26:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,10,67,0,45,0
454,Starlink Group 11-26,1,5,20240510,20240429,01:25:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,11,67,0,45,0
455,Starlink Group 8-6,2,5,20240514,20240501,00:53:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,13,67,0,50,0
456,Starlink Group 11-27,3,5,20240514,20240505,08:23:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,9,67,0,45,0
457,Starlink Group 8-7,1,5,20240515,20240509,21:54:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,6,67,0,45,0
458,Starlink Group 11-28,3,5,20240515,20240509,03:41:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,6,67,0,45,0
459,Starlink Group 8-8,3,5,20240518,20240514,00:35:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,4,67,0,50,0
460,Starlink Group 11-29,3,5,20240518,20240405,14:54:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,43,67,0,50,0
461,Starlink Group 8-9,1,5,20240523,20240516,03:00:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,7,67,0,45,0
462,Starlink Group 11-30,3,5,20240523,20240507,02:10:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,16,67,0,50,0
463,Starlink Group 10-1,3,5,20240528,20240520,17:34:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,8,67,0,50,0
464,Starlink Group 11-31,3,5,20240528,20240520,07:09:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,8,67,0,50,0
465,EarthCARE,3,5,20240529,20240527,00:20:00,2200,Satellite,ESA/JAXA,SSO,True,True,True,True,False,0,2,67,0,45,0
466,Starlink Group 11-32,3,5,20240529,20240518,12:24:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,11,67,0,50,0
467,Starlink Group 10-2,1,5,20240601,20240513,04:45:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,19,67,0,50,0
468,Starlink Group 11-33,3,5,20240601,20240419,01:48:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,43,67,0,45,0
469,Starship IFT-4,5,8,20240606,20230912,12:50:00,0,Test,SpaceX,SUB,True,True,True,False,False,0,268,10,0,95,0
470,Starlink Group 10-3,3,5,20240608,20240524,21:48:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,15,67,0,50,0
471,Starlink Group 11-34,2,5,20240608,20240531,15:57:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,8,67,0,50,0
472,Starlink Group 10-4,1,5,20240614,20240601,05:20:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,13,67,0,45,0
473,Starlink Group 11-35,2,5,20240614,20240526,17:53:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,19,67,0,50,0
474,Starlink Group 10-5,2,5,20240619,20240602,04:40:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,17,67,0,50,0
475,Starlink Group 11-36,1,5,20240619,20240618,04:43:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,1,67,0,45,0
476,ASTRA 1P,1,5,20240621,20240527,00:35:00,5500,Satellite,SES,GTO,True,True,True,True,False,0,25,67,0,45,0
477,Starlink Group 10-6,3,5,20240623,20240613,21:15:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,10,67,0,45,0
478,Starlink Group 11-37,1,5,20240623,20240503,21:28:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,51,67,0,50,0
479,GOES-U,1,5,20240625,20240614,21:16:00,5200,Satellite,NASA/NOAA,GTO,True,True,True,True,False,0,11,67,0,45,0
480,Starlink Group 10-7,1,5,20240628,20240602,00:57:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,26,67,0,50,0
481,Starlink Group 11-38,2,5,20240628,20240627,12:25:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,1,67,0,50,0
482,Starlink Group 10-8,2,5,20240703,20240625,02:57:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,8,67,0,50,0
483,Starlink Group 11-39,3,5,20240703,20240626,15:10:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,7,67,0,50,0
484,Turksat 6A,1,5,20240709,20240707,23:30:00,4250,Satellite,Turksat,GTO,True,True,True,True,False,0,2,67,0,45,0
485,Starlink Group 10-9,1,5,20240710,20240708,01:45:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,2,67,0,45,0
486,Starlink Group 11-40,2,5,20240710,20240705,10:52:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,5,67,0,45,0
487,Starlink Group 10-10,3,5,20240712,20240703,04:33:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,9,67,0,50,0
488,Starlink Group 11-41,3,5,20240712,20240704,22:19:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,8,67,0,50,0
489,Starlink Group 10-11,1,5,20240719,20240716,05:20:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,3,67,0,50,0
490,Starlink Group 11-42,2,5,20240719,20240718,20:45:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,1,67,0,45,0
491,Starlink Group 10-12,3,5,20240727,20240531,01:21:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,57,67,0,45,0
492,Starlink Group 11-43,3,5,20240727,20240722,13:28:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,5,67,0,50,0
493,Starlink Group 10-13,2,5,20240731,20240709,06:31:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,22,67,0,50,0
494,Starlink Group 11-44,1,5,20240731,20240728,02:16:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,3,67,0,50,0
495,CRS-31 (correction),1,5,20240805,20240625,03:50:00,2927,Dragon 2,NASA,ISS,True,True,True,True,False,31,41,67,0,45,0
496,Starlink Group 10-14,1,5,20240807,20240703,18:53:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,35,67,0,45,0
497,Starlink Group 11-45,1,5,20240807,20240725,08:06:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,13,67,0,45,0
498,Arctic Satellite Broadband Mission,3,5,20240812,20240803,00:02:00,4000,Satellite,SDA,HEO,True,True,True,True,True,0,9,67,0,50,0
499,Starlink Group 11-46,3,5,20240812,20240630,12:21:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,43,67,0,50,0
500,Starlink Group 10-15,3,5,20240815,20240626,11:38:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,50,67,0,45,0
501,Starlink Group 11-47,1,5,20240815,20240719,12:26:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,27,67,0,50,0
502,Transporter-11,3,5,20240816,20240812,18:56:00,5400,SmallSat,Various,SSO,True,True,True,True,True,0,4,67,0,50,0
503,Starlink Group 10-16,2,5,20240820,20240810,13:00:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,10,67,0,50,0
504,Starlink Group 11-48,3,5,20240820,20240812,19:00:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,8,67,0,45,0
505,Starlink Group 10-17,1,5,20240828,20240820,03:21:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,8,67,0,50,0
506,Starlink Group 11-49,2,5,20240828,20240825,19:13:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,3,67,0,50,0
507,Starlink Group 10-18,1,5,20240831,20240830,07:43:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,1,67,0,45,0
508,Starlink Group 11-50,3,5,20240831,20240803,02:10:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,28,67,0,50,0
509,Starlink Group 10-19,2,5,20240905,20240904,08:09:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,1,67,0,50,0
510,Starlink Group 11-51,2,5,20240905,20240821,08:32:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,15,67,0,50,0
511,Starlink Group 10-20,3,5,20240909,20240901,01:10:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,8,67,0,45,0
512,Starlink Group 11-52,3,5,20240909,20240902,06:57:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,7,67,0,45,0
513,Polaris Dawn,2,5,20240910,20240904,09:23:00,12519,Dragon 2,Shift4,LEO,True,True,True,True,False,5,6,220,4,75,0
514,Starlink Group 10-21,1,5,20240913,20240910,05:44:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,3,67,0,50,0
515,Starlink Group 11-53,1,5,20240913,20240909,11:45:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,4,67,0,45,0
516,Maxar 3-4,2,5,20240915,20240804,08:34:00,1500,Satellite,Maxar,SSO,True,True,True,True,True,0,42,67,0,50,0
517,BlueBird 1-5,1,5,20240917,20240910,03:52:00,4700,Satellite,AST SpaceMobile,LEO,True,True,True,True,False,0,7,67,0,45,0
518,Starlink Group 10-22,2,5,20240918,20240905,01:01:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,13,67,0,50,0
519,Starlink Group 11-54,2,5,20240918,20240917,10:15:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,1,67,0,50,0
520,Starlink Group 10-23,1,5,20240920,20240811,09:20:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,40,67,0,45,0
521,Starlink Group 11-55,2,5,20240920,20240903,20:44:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,17,67,0,45,0
522,Starlink Group 10-24,1,5,20240925,20240915,00:25:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,10,67,0,45,0
523,Starlink Group 11-56,1,5,20240925,20240915,00:05:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,10,67,0,50,0
524,Crew-9,1,5,20240928,20240922,17:17:00,12519,Dragon 2,NASA,ISS,True,True,True,True,False,235,6,220,2,75,0
525,Starlink Group 10-25,2,5,20240930,20240926,21:21:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,4,67,0,50,0
526,Starlink Group 11-57,3,5,20240930,20240926,18:41:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,4,67,0,45,0
527,Hera,1,5,20241007,20240924,14:52:00,1081,Satellite,ESA,HEO,True,True,True,True,False,0,13,67,0,45,0
528,Starlink Group 10-26,3,5,20241011,20240928,02:31:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,13,67,0,45,0
529,Starlink Group 11-58,1,5,20241011,20240929,08:48:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,12,67,0,45,0
530,Starship IFT-5,5,8,20241013,20240125,12:25:00,0,Test,SpaceX,SUB,True,True,True,False,False,0,262,10,0,100,0
531,Europa Clipper,2,7,20241014,20240913,16:06:00,6065,Satellite,NASA,HEO,True,True,True,True,True,0,31,90,0,50,0
532,Starlink Group 10-27,1,5,20241015,20241012,05:34:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,3,67,0,50,0
533,Starlink Group 11-59,3,5,20241015,20241011,05:46:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,4,67,0,50,0
534,Starlink Group 10-28,2,5,20241018,20240908,23:24:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,40,67,0,50,0
535,Starlink Group 11-60,2,5,20241018,20241007,23:34:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,11,67,0,45,0
536,OneWeb 4,3,5,20241020,20240828,05:13:00,2000,Satellite,OneWeb,LEO,True,True,True,True,True,0,53,67,0,50,0
537,Starlink Group 10-29,1,5,20241021,20241013,00:47:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,8,67,0,45,0
538,Starlink Group 12-1,3,5,20241021,20241011,19:05:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,10,67,0,45,0
539,Starlink Group 10-30,3,5,20241023,20240928,04:27:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,25,67,0,45,0
540,Starlink Group 12-2,1,5,20241023,20240831,07:55:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,53,67,0,45,0
541,Starlink Group 10-31,2,5,20241026,20241017,05:47:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,9,67,0,50,0
542,Starlink Group 12-3,2,5,20241026,20241018,13:29:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,8,67,0,50,0
543,Starlink Group 10-32,1,5,20241030,20241005,04:10:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,25,67,0,45,0
544,Starlink Group 12-4,1,5,20241030,20241026,23:33:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,4,67,0,50,0
545,TD-7,3,5,20241103,20240914,03:57:00,1100,Satellite,China,SSO,True,True,True,True,False,0,50,67,0,45,0
546,CRS-31,2,5,20241105,20241022,02:29:00,2833,Dragon 2,NASA,ISS,True,True,True,True,False,31,14,67,0,45,0
547,Lignosat,2,5,20241105,20241104,21:29:00,1,Satellite,Kyoto Univ,ISS,True,True,True,True,False,0,1,67,0,45,0
548,Starlink Group 10-33,2,5,20241107,20241028,04:16:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,10,67,0,50,0
549,Starlink Group 12-5,3,5,20241107,20241104,14:48:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,3,67,0,45,0
550,Starlink Group 10-34,1,5,20241109,20240917,07:39:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,53,67,0,45,0
551,Starlink Group 12-6,1,5,20241109,20241016,23:29:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,24,67,0,50,0
552,KOREASAT-6A,1,5,20241111,20241106,21:02:00,3900,Satellite,KT Corp,GTO,True,True,True,True,True,0,5,67,0,50,0
553,Starlink Group 10-35,3,5,20241114,20240916,05:22:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,59,67,0,50,0
554,Starlink Group 12-7,2,5,20241114,20241107,05:29:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,7,67,0,45,0
555,Starlink Group 10-36,1,5,20241118,20240926,04:28:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,53,67,0,45,0
556,Starlink Group 12-8,1,5,20241118,20241109,09:42:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,9,67,0,50,0
557,GSAT-N2,1,5,20241119,20241027,01:31:00,4700,Satellite,ISRO,GTO,True,True,True,True,True,0,23,67,0,50,0
558,Starship IFT-6,5,8,20241119,20240224,22:00:00,0,Test,SpaceX,SUB,True,True,False,False,False,0,269,10,0,98,1
559,NSIL-GSAT-20,1,5,20241119,20241011,06:31:00,4700,Satellite,ISRO,GTO,True,True,True,True,False,0,39,67,0,45,0
560,Starlink Group 10-37,2,5,20241120,20241116,10:47:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,4,67,0,50,0
561,Starlink Group 12-9,1,5,20241120,20241109,10:05:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,11,67,0,50,0
562,Starlink Group 10-38,3,5,20241123,20241103,00:25:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,20,67,0,45,0
563,Starlink Group 12-10,3,5,20241123,20241121,06:40:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,2,67,0,45,0
564,Starlink Group 10-39,1,5,20241126,20241001,04:52:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,56,67,0,50,0
565,Starlink Group 12-11,2,5,20241126,20241115,21:16:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,11,67,0,45,0
566,Starlink Group 10-40,2,5,20241130,20241122,08:00:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,8,67,0,45,0
567,Starlink Group 12-12,1,5,20241130,20241126,05:31:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,4,67,0,50,0
568,Starlink Group 10-41,1,5,20241203,20241125,10:12:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,8,67,0,50,0
569,Starlink Group 12-13,1,5,20241203,20241120,01:29:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,13,67,0,50,0
570,SiriusXM-9,1,5,20241205,20241129,16:47:00,7000,Satellite,Sirius XM,GTO,True,True,True,True,False,0,6,67,0,45,0
571,Starlink Group 10-42,2,5,20241208,20241206,05:26:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,2,67,0,50,0
572,Starlink Group 12-14,2,5,20241208,20241201,15:59:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,7,67,0,45,0
573,Starlink Group 12-15,1,5,20241213,20241020,05:17:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,54,67,0,45,0
574,Starlink Group 12-16,3,5,20241215,20241209,04:22:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,6,67,0,50,0
575,Starlink Group 12-17,1,5,20241218,20241026,01:03:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,53,67,0,45,0
576,Starlink Group 12-18,1,5,20241221,20241220,06:56:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,1,67,0,45,0
577,Starlink Group 12-19,2,5,20241227,20241220,05:45:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,7,67,0,50,0
578,Starlink Group 12-20,1,5,20241230,20241222,10:07:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,8,67,0,50,0
